Word,Length,Freq_HAL,Log_Freq_HAL
huddling,8,55,4.007
illusive,8,55,4.007
longings,8,55,4.007
lovesick,8,55,4.007
squiggly,8,55,4.007
unhinged,8,55,4.007
unproved,8,55,4.007
whisking,8,55,4.007
whodunit,8,55,4.007
albacore,8,54,3.989
clucking,8,54,3.989
flouting,8,54,3.989
hangnail,8,54,3.989
milkweed,8,54,3.989
regattas,8,54,3.989
relishes,8,54,3.989
sawhorse,8,54,3.989
sidelong,8,54,3.989
vaporous,8,54,3.989
varicose,8,54,3.989
vitreous,8,54,3.989
civilize,8,53,3.97
clamored,8,53,3.97
convulse,8,53,3.97
deerskin,8,53,3.97
Domesday,8,53,3.97
Goethes,8,53,3.97
hexagram,8,53,3.97
mainsail,8,53,3.97
monaural,8,53,3.97
omelette,8,53,3.97
pricking,8,53,3.97
rarified,8,53,3.97
slopping,8,53,3.97
tactless,8,53,3.97
turncoat,8,53,3.97
underfed,8,53,3.97
venerate,8,53,3.97
chattels,8,52,3.951
clobbers,8,52,3.951
deducing,8,52,3.951
impudent,8,52,3.951
keypunch,8,52,3.951
lightens,8,52,3.951
mackinaw,8,52,3.951
marzipan,8,52,3.951
outflank,8,52,3.951
primping,8,52,3.951
scripts,8,52,3.951
seahorse,8,52,3.951
sulphide,8,52,3.951
swindler,8,52,3.951
aquanaut,8,51,3.932
autumnal,8,51,3.932
aversive,8,51,3.932
baronial,8,51,3.932
colonys,8,51,3.932
covetous,8,51,3.932
debuting,8,51,3.932
exultant,8,51,3.932
freeborn,8,51,3.932
frugally,8,51,3.932
hungrier,8,51,3.932
joyously,8,51,3.932
luminary,8,51,3.932
magnates,8,51,3.932
magnesia,8,51,3.932
metrical,8,51,3.932
moccasin,8,51,3.932
pinwheel,8,51,3.932
seascape,8,51,3.932
terraced,8,51,3.932
tubeless,8,51,3.932
unvoiced,8,51,3.932
altruist,8,50,3.912
careened,8,50,3.912
cerebrum,8,50,3.912
crosscut,8,50,3.912
draftees,8,50,3.912
ferryman,8,50,3.912
foxholes,8,50,3.912
immodest,8,50,3.912
kerchief,8,50,3.912
neuritis,8,50,3.912
riflemen,8,50,3.912
satirize,8,50,3.912
toweling,8,50,3.912
bluefish,8,49,3.892
bonfires,8,49,3.892
bristled,8,49,3.892
choicest,8,49,3.892
forsooth,8,49,3.892
honeybee,8,49,3.892
marquees,8,49,3.892
moonless,8,49,3.892
roundups,8,49,3.892
sparkler,8,49,3.892
splutter,8,49,3.892
sundials,8,49,3.892
bursitis,8,48,3.871
bushbaby,8,48,3.871
carryout,8,48,3.871
chiggers,8,48,3.871
clavicle,8,48,3.871
daintily,8,48,3.871
decedent,8,48,3.871
Eugenes,8,48,3.871
Krakatoa,8,48,3.871
livelier,8,48,3.871
misjudge,8,48,3.871
occluded,8,48,3.871
partakes,8,48,3.871
procurer,8,48,3.871
scatters,8,48,3.871
seceding,8,48,3.871
snubbing,8,48,3.871
unformed,8,48,3.871
burrowed,8,47,3.85
deserter,8,47,3.85
flattest,8,47,3.85
grannys,8,47,3.85
hookers,8,47,3.85
icehouse,8,47,3.85
notching,8,47,3.85
reawaken,8,47,3.85
shabbily,8,47,3.85
shoelace,8,47,3.85
sluggers,8,47,3.85
sunbathe,8,47,3.85
teamster,8,47,3.85
yodeling,8,47,3.85
beatniks,8,46,3.829
billfold,8,46,3.829
leavened,8,46,3.829
noontime,8,46,3.829
oligarch,8,46,3.829
orations,8,46,3.829
paintbox,8,46,3.829
perishes,8,46,3.829
plateful,8,46,3.829
sunburnt,8,46,3.829
untiring,8,46,3.829
alveolar,8,45,3.807
amortize,8,45,3.807
beggars,8,45,3.807
conclave,8,45,3.807
curdling,8,45,3.807
effusive,8,45,3.807
jingling,8,45,3.807
libation,8,45,3.807
rattlers,8,45,3.807
rosebuds,8,45,3.807
seaports,8,45,3.807
tenement,8,45,3.807
tiebreak,8,45,3.807
tracings,8,45,3.807
verandah,8,45,3.807
batters,8,44,3.784
clenches,8,44,3.784
furlough,8,44,3.784
ladylike,8,44,3.784
lyricism,8,44,3.784
marlins,8,44,3.784
riverbed,8,44,3.784
thudding,8,44,3.784
aspirate,8,43,3.761
babyhood,8,43,3.761
Ciceros,8,43,3.761
coleslaw,8,43,3.761
conjoint,8,43,3.761
hornpipe,8,43,3.761
ordinate,8,43,3.761
sittings,8,43,3.761
thickets,8,43,3.761
urbanism,8,43,3.761
Vivians,8,43,3.761
wrathful,8,43,3.761
angriest,8,42,3.738
apoplexy,8,42,3.738
ballyhoo,8,42,3.738
barrette,8,42,3.738
besmirch,8,42,3.738
Choctaws,8,42,3.738
evildoer,8,42,3.738
passbook,8,42,3.738
perspire,8,42,3.738
prosodic,8,42,3.738
retraced,8,42,3.738
slouches,8,42,3.738
tangibly,8,42,3.738
calluses,8,41,3.714
castaway,8,41,3.714
chortled,8,41,3.714
deadened,8,41,3.714
Dexters,8,41,3.714
Gracies,8,41,3.714
latchkey,8,41,3.714
pinafore,8,41,3.714
psyllium,8,41,3.714
seaborne,8,41,3.714
stowaway,8,41,3.714
underpin,8,41,3.714
where've,8,41,3.714
alterman,8,40,3.689
chickpea,8,40,3.689
cowards,8,40,3.689
decanter,8,40,3.689
doornail,8,40,3.689
encamped,8,40,3.689
fitfully,8,40,3.689
handcart,8,40,3.689
influent,8,40,3.689
Laotians,8,40,3.689
mantles,8,40,3.689
pastors,8,40,3.689
rosaries,8,40,3.689
squealer,8,40,3.689
stoicism,8,40,3.689
tunafish,8,40,3.689
yuletide,8,40,3.689
assented,8,39,3.664
assuaged,8,39,3.664
backless,8,39,3.664
bluebell,8,39,3.664
citywide,8,39,3.664
disquiet,8,39,3.664
flowers,8,39,3.664
greenest,8,39,3.664
ignominy,8,39,3.664
Lesters,8,39,3.664
luckless,8,39,3.664
mastodon,8,39,3.664
pageants,8,39,3.664
palisade,8,39,3.664
realness,8,39,3.664
titmouse,8,39,3.664
unbuckle,8,39,3.664
uncaused,8,39,3.664
Alfreds,8,38,3.638
encumber,8,38,3.638
forbears,8,38,3.638
forepaws,8,38,3.638
fourfold,8,38,3.638
hysteric,8,38,3.638
mistrial,8,38,3.638
ornately,8,38,3.638
outcrops,8,38,3.638
prospers,8,38,3.638
redolent,8,38,3.638
ruggedly,8,38,3.638
seagoing,8,38,3.638
unglazed,8,38,3.638
unionize,8,38,3.638
Arlenes,8,37,3.611
beaching,8,37,3.611
bombers,8,37,3.611
calamine,8,37,3.611
duodenum,8,37,3.611
endogamy,8,37,3.611
flaxseed,8,37,3.611
kaisers,8,37,3.611
masterly,8,37,3.611
numinous,8,37,3.611
Oxfords,8,37,3.611
pitiless,8,37,3.611
surmises,8,37,3.611
abeyance,8,36,3.584
Arianism,8,36,3.584
banditos,8,36,3.584
colloquy,8,36,3.584
disdains,8,36,3.584
fineness,8,36,3.584
gasworks,8,36,3.584
hoodwink,8,36,3.584
isotonic,8,36,3.584
knightly,8,36,3.584
laymens,8,36,3.584
Londoner,8,36,3.584
longhand,8,36,3.584
motional,8,36,3.584
overrate,8,36,3.584
prowlers,8,36,3.584
tangency,8,36,3.584
accredit,8,35,3.555
bantered,8,35,3.555
billowed,8,35,3.555
brakeman,8,35,3.555
corniest,8,35,3.555
exalting,8,35,3.555
gourmets,8,35,3.555
headrest,8,35,3.555
invalids,8,35,3.555
lashings,8,35,3.555
nightcap,8,35,3.555
ninefold,8,35,3.555
parolees,8,35,3.555
pinioned,8,35,3.555
schemata,8,35,3.555
shanties,8,35,3.555
skullcap,8,35,3.555
chorused,8,34,3.526
clubfoot,8,34,3.526
daiquiri,8,34,3.526
debonair,8,34,3.526
diatomic,8,34,3.526
filigree,8,34,3.526
gratings,8,34,3.526
lovelies,8,34,3.526
madwoman,8,34,3.526
marmoset,8,34,3.526
oxidised,8,34,3.526
pegboard,8,34,3.526
quintets,8,34,3.526
recopied,8,34,3.526
screechy,8,34,3.526
scribing,8,34,3.526
sightsee,8,34,3.526
stopcock,8,34,3.526
turnings,8,34,3.526
uncorked,8,34,3.526
uncurled,8,34,3.526
undulate,8,34,3.526
wingless,8,34,3.526
anteroom,8,33,3.497
backache,8,33,3.497
bigamist,8,33,3.497
bromides,8,33,3.497
buffeted,8,33,3.497
dockyard,8,33,3.497
furlongs,8,33,3.497
goalpost,8,33,3.497
handhold,8,33,3.497
highball,8,33,3.497
killable,8,33,3.497
minarets,8,33,3.497
outclass,8,33,3.497
pastrami,8,33,3.497
pedicure,8,33,3.497
restates,8,33,3.497
topnotch,8,33,3.497
truelove,8,33,3.497
wreathed,8,33,3.497
crowfoot,8,32,3.466
duellist,8,32,3.466
epigrams,8,32,3.466
fixative,8,32,3.466
flannels,8,32,3.466
hatchway,8,32,3.466
moleskin,8,32,3.466
mollusks,8,32,3.466
overplay,8,32,3.466
oversell,8,32,3.466
quelling,8,32,3.466
shopworn,8,32,3.466
spittoon,8,32,3.466
uncouple,8,32,3.466
vibrancy,8,32,3.466
workroom,8,32,3.466
bullring,8,31,3.434
copybook,8,31,3.434
coverlet,8,31,3.434
embolden,8,31,3.434
lambskin,8,31,3.434
moralize,8,31,3.434
nonwhite,8,31,3.434
plantain,8,31,3.434
teahouse,8,31,3.434
airmans,8,30,3.401
chaffing,8,30,3.401
coachman,8,30,3.401
courtier,8,30,3.401
ethicist,8,30,3.401
fraulein,8,30,3.401
funereal,8,30,3.401
gossiped,8,30,3.401
hedgerow,8,30,3.401
lineback,8,30,3.401
minutes,8,30,3.401
potbelly,8,30,3.401
redcoats,8,30,3.401
rivalled,8,30,3.401
shrewish,8,30,3.401
subtends,8,30,3.401
sunshade,8,30,3.401
throats,8,30,3.401
trestles,8,30,3.401
tunneled,8,30,3.401
antihero,8,29,3.367
availing,8,29,3.367
consomme,8,29,3.367
delusory,8,29,3.367
Psalmist,8,29,3.367
rearmost,8,29,3.367
rescript,8,29,3.367
syllabic,8,29,3.367
tapdance,8,29,3.367
unpadded,8,29,3.367
windless,8,29,3.367
airdrops,8,28,3.332
bedstead,8,28,3.332
befouled,8,28,3.332
carloads,8,28,3.332
censures,8,28,3.332
clerking,8,28,3.332
clothier,8,28,3.332
docility,8,28,3.332
jangling,8,28,3.332
juiciest,8,28,3.332
palpably,8,28,3.332
polities,8,28,3.332
railhead,8,28,3.332
Soviets,8,28,3.332
unsettle,8,28,3.332
waggling,8,28,3.332
walloped,8,28,3.332
wallowed,8,28,3.332
archtype,8,27,3.296
bookclub,8,27,3.296
effusion,8,27,3.296
farmyard,8,27,3.296
frescoes,8,27,3.296
gamecock,8,27,3.296
goatherd,8,27,3.296
gobblers,8,27,3.296
gyration,8,27,3.296
laudanum,8,27,3.296
panaceas,8,27,3.296
solarium,8,27,3.296
spillway,8,27,3.296
unseeing,8,27,3.296
unsocial,8,27,3.296
vitalism,8,27,3.296
woodpile,8,27,3.296
agonizes,8,26,3.258
demoniac,8,26,3.258
druggist,8,26,3.258
duckweed,8,26,3.258
fortieth,8,26,3.258
grounder,8,26,3.258
lionized,8,26,3.258
manhours,8,26,3.258
megalith,8,26,3.258
mementos,8,26,3.258
pingpong,8,26,3.258
postdate,8,26,3.258
redbirds,8,26,3.258
riddling,8,26,3.258
senorita,8,26,3.258
stockpot,8,26,3.258
swiftest,8,26,3.258
unburden,8,26,3.258
usurious,8,26,3.258
vegetate,8,26,3.258
amusedly,8,25,3.219
banishes,8,25,3.219
bequeath,8,25,3.219
beveling,8,25,3.219
birdbath,8,25,3.219
bogeymen,8,25,3.219
casement,8,25,3.219
cocksure,8,25,3.219
coverall,8,25,3.219
crinkles,8,25,3.219
forewarn,8,25,3.219
freeload,8,25,3.219
grocers,8,25,3.219
hemlocks,8,25,3.219
markdown,8,25,3.219
mutinous,8,25,3.219
obsesses,8,25,3.219
paleface,8,25,3.219
parceled,8,25,3.219
taciturn,8,25,3.219
unpaired,8,25,3.219
wakening,8,25,3.219
assaying,8,24,3.178
bearskin,8,24,3.178
clansman,8,24,3.178
deflower,8,24,3.178
flautist,8,24,3.178
foxhound,8,24,3.178
girlhood,8,24,3.178
hardtack,8,24,3.178
helpmate,8,24,3.178
Hessians,8,24,3.178
hindmost,8,24,3.178
poultice,8,24,3.178
pushcart,8,24,3.178
redeploy,8,24,3.178
resounds,8,24,3.178
shipmate,8,24,3.178
sitters,8,24,3.178
tailback,8,24,3.178
walkover,8,24,3.178
dilatory,8,23,3.135
extensor,8,23,3.135
flypaper,8,23,3.135
galloped,8,23,3.135
godchild,8,23,3.135
handymen,8,23,3.135
heliport,8,23,3.135
inexpert,8,23,3.135
menarche,8,23,3.135
misstate,8,23,3.135
outcaste,8,23,3.135
paleness,8,23,3.135
poetrys,8,23,3.135
trainman,8,23,3.135
underbid,8,23,3.135
where're,8,23,3.135
airbrake,8,22,3.091
bequests,8,22,3.091
bewilder,8,22,3.091
camomile,8,22,3.091
conveyer,8,22,3.091
dairyman,8,22,3.091
Epicurus,8,22,3.091
fivefold,8,22,3.091
Hanukkah,8,22,3.091
humidify,8,22,3.091
paginate,8,22,3.091
plasters,8,22,3.091
shrewdly,8,22,3.091
Sidneys,8,22,3.091
slighter,8,22,3.091
soldiery,8,22,3.091
sourpuss,8,22,3.091
utopians,8,22,3.091
archaism,8,21,3.045
embezzle,8,21,3.045
filtrate,8,21,3.045
flappers,8,21,3.045
footrace,8,21,3.045
gluttons,8,21,3.045
grimness,8,21,3.045
gunmetal,8,21,3.045
Hectors,8,21,3.045
mothball,8,21,3.045
movingly,8,21,3.045
Nadines,8,21,3.045
nearside,8,21,3.045
parasols,8,21,3.045
penknife,8,21,3.045
refolded,8,21,3.045
rustlers,8,21,3.045
scullery,8,21,3.045
scullion,8,21,3.045
sewards,8,21,3.045
streaker,8,21,3.045
sullying,8,21,3.045
wearying,8,21,3.045
whitecap,8,21,3.045
wildfowl,8,21,3.045
cogitate,8,20,2.996
coiffure,8,20,2.996
forsakes,8,20,2.996
fumigate,8,20,2.996
morpheme,8,20,2.996
motorcar,8,20,2.996
overfeed,8,20,2.996
paroxysm,8,20,2.996
plainest,8,20,2.996
sandbars,8,20,2.996
shoplift,8,20,2.996
strumpet,8,20,2.996
timorous,8,20,2.996
twopence,8,20,2.996
twopenny,8,20,2.996
wrangled,8,20,2.996
abutment,8,19,2.944
backtalk,8,19,2.944
birdlike,8,19,2.944
blowhole,8,19,2.944
casework,8,19,2.944
cowbirds,8,19,2.944
farmhand,8,19,2.944
filberts,8,19,2.944
forswear,8,19,2.944
galoshes,8,19,2.944
goatskin,8,19,2.944
handless,8,19,2.944
icefield,8,19,2.944
longboat,8,19,2.944
mannerly,8,19,2.944
Miriams,8,19,2.944
mudguard,8,19,2.944
nosering,8,19,2.944
overdraw,8,19,2.944
rectors,8,19,2.944
sidewise,8,19,2.944
sluggard,8,19,2.944
unfenced,8,19,2.944
venturer,8,19,2.944
abscissa,8,18,2.89
adjoined,8,18,2.89
brunches,8,18,2.89
Caucasia,8,18,2.89
creamery,8,18,2.89
ferreted,8,18,2.89
gherkins,8,18,2.89
misguide,8,18,2.89
mothered,8,18,2.89
resinous,8,18,2.89
sedately,8,18,2.89
steerage,8,18,2.89
swayback,8,18,2.89
timbered,8,18,2.89
transoms,8,18,2.89
unamused,8,18,2.89
unitized,8,18,2.89
unstrung,8,18,2.89
Augustan,8,17,2.833
cantered,8,17,2.833
clannish,8,17,2.833
cogwheel,8,17,2.833
decanted,8,17,2.833
harbors,8,17,2.833
hotplate,8,17,2.833
kinsfolk,8,17,2.833
leavings,8,17,2.833
nonionic,8,17,2.833
podiatry,8,17,2.833
seafront,8,17,2.833
unshaved,8,17,2.833
vicarage,8,17,2.833
bilabial,8,16,2.773
bondsman,8,16,2.773
bootless,8,16,2.773
canonize,8,16,2.773
choirboy,8,16,2.773
doubloon,8,16,2.773
entreaty,8,16,2.773
estrange,8,16,2.773
gloomily,8,16,2.773
handmaid,8,16,2.773
herdsman,8,16,2.773
hornbill,8,16,2.773
idolater,8,16,2.773
mealybug,8,16,2.773
milkmaid,8,16,2.773
parapets,8,16,2.773
pinprick,8,16,2.773
plebeian,8,16,2.773
sarcasms,8,16,2.773
shipload,8,16,2.773
sweetish,8,16,2.773
underpay,8,16,2.773
wardroom,8,16,2.773
yearlong,8,16,2.773
Yorkers,8,16,2.773
bestowal,8,15,2.708
debility,8,15,2.708
delimits,8,15,2.708
Eileens,8,15,2.708
espousal,8,15,2.708
forebear,8,15,2.708
foremast,8,15,2.708
gazettes,8,15,2.708
handiest,8,15,2.708
hilltops,8,15,2.708
housefly,8,15,2.708
liniment,8,15,2.708
nonunion,8,15,2.708
outsized,8,15,2.708
partaker,8,15,2.708
puffball,8,15,2.708
quipping,8,15,2.708
raptures,8,15,2.708
reveille,8,15,2.708
saltbush,8,15,2.708
shambled,8,15,2.708
sideward,8,15,2.708
slowpoke,8,15,2.708
timeworn,8,15,2.708
undreamt,8,15,2.708
unlovely,8,15,2.708
Viennas,8,15,2.708
woodworm,8,15,2.708
Angelos,8,14,2.639
beanpole,8,14,2.639
bookable,8,14,2.639
cowhands,8,14,2.639
dewdrops,8,14,2.639
duckbill,8,14,2.639
federate,8,14,2.639
misapply,8,14,2.639
moussaka,8,14,2.639
nauseate,8,14,2.639
reforest,8,14,2.639
revivify,8,14,2.639
scalawag,8,14,2.639
sluicing,8,14,2.639
snapback,8,14,2.639
toiletry,8,14,2.639
aperitif,8,13,2.565
blowpipe,8,13,2.565
bonemeal,8,13,2.565
caboodle,8,13,2.565
calfskin,8,13,2.565
cottons,8,13,2.565
deportee,8,13,2.565
derisory,8,13,2.565
disunion,8,13,2.565
encipher,8,13,2.565
handbill,8,13,2.565
ironwork,8,13,2.565
jailbird,8,13,2.565
keynotes,8,13,2.565
moorland,8,13,2.565
mortared,8,13,2.565
mutinies,8,13,2.565
signally,8,13,2.565
soapsuds,8,13,2.565
stratify,8,13,2.565
Warsaws,8,13,2.565
benefice,8,12,2.485
cashable,8,12,2.485
chowders,8,12,2.485
coachmen,8,12,2.485
coquetry,8,12,2.485
deadness,8,12,2.485
epigraph,8,12,2.485
fishpond,8,12,2.485
gardened,8,12,2.485
helpmeet,8,12,2.485
justness,8,12,2.485
morosely,8,12,2.485
sickroom,8,12,2.485
sublimed,8,12,2.485
unstring,8,12,2.485
vivacity,8,12,2.485
wintered,8,12,2.485
adjourns,8,11,2.398
aldermen,8,11,2.398
allusive,8,11,2.398
Amelias,8,11,2.398
brokenly,8,11,2.398
capering,8,11,2.398
chinless,8,11,2.398
choleric,8,11,2.398
derogate,8,11,2.398
emulsify,8,11,2.398
flagella,8,11,2.398
glorying,8,11,2.398
lonelier,8,11,2.398
longways,8,11,2.398
motorize,8,11,2.398
numskull,8,11,2.398
palaces,8,11,2.398
reshapes,8,11,2.398
singsong,8,11,2.398
thyroids,8,11,2.398
townsman,8,11,2.398
treelike,8,11,2.398
urbanity,8,11,2.398
victuals,8,11,2.398
backbend,8,10,2.303
barflies,8,10,2.303
bellhops,8,10,2.303
calabash,8,10,2.303
churchly,8,10,2.303
deloused,8,10,2.303
deputize,8,10,2.303
dolorous,8,10,2.303
drowsily,8,10,2.303
enmities,8,10,2.303
fancying,8,10,2.303
flatfoot,8,10,2.303
handpick,8,10,2.303
Harlems,8,10,2.303
miscount,8,10,2.303
Munichs,8,10,2.303
neckwear,8,10,2.303
oilseeds,8,10,2.303
outfight,8,10,2.303
outlawry,8,10,2.303
paupers,8,10,2.303
protegee,8,10,2.303
pungency,8,10,2.303
requital,8,10,2.303
rhomboid,8,10,2.303
smolders,8,10,2.303
snappish,8,10,2.303
sparsity,8,10,2.303
streams,8,10,2.303
sunshiny,8,10,2.303
thirsted,8,10,2.303
townsmen,8,10,2.303
unloader,8,10,2.303
unplowed,8,10,2.303
unversed,8,10,2.303
vouching,8,10,2.303
whinnied,8,10,2.303
alehouse,8,9,2.197
bellboys,8,9,2.197
carryall,8,9,2.197
Danubian,8,9,2.197
degassed,8,9,2.197
docilely,8,9,2.197
drowsing,8,9,2.197
eyeteeth,8,9,2.197
floodlit,8,9,2.197
frizzled,8,9,2.197
gamesman,8,9,2.197
handclap,8,9,2.197
hosepipe,8,9,2.197
loonybin,8,9,2.197
mainmast,8,9,2.197
maltreat,8,9,2.197
neckband,8,9,2.197
numerate,8,9,2.197
partings,8,9,2.197
pediment,8,9,2.197
piquancy,8,9,2.197
sorption,8,9,2.197
steeples,8,9,2.197
vocalism,8,9,2.197
baronage,8,8,2.079
bobolink,8,8,2.079
curlicue,8,8,2.079
deferent,8,8,2.079
dingdong,8,8,2.079
eulogize,8,8,2.079
gaieties,8,8,2.079
grottoes,8,8,2.079
horsefly,8,8,2.079
Jennies,8,8,2.079
lacerate,8,8,2.079
longship,8,8,2.079
pathless,8,8,2.079
probings,8,8,2.079
reground,8,8,2.079
rosebush,8,8,2.079
sandbank,8,8,2.079
semiarid,8,8,2.079
sixtieth,8,8,2.079
tailcoat,8,8,2.079
tearaway,8,8,2.079
undimmed,8,8,2.079
acclaims,8,7,1.946
ciliated,8,7,1.946
conniver,8,7,1.946
cumulate,8,7,1.946
deckhand,8,7,1.946
dustbowl,8,7,1.946
guttered,8,7,1.946
hackwork,8,7,1.946
harrowed,8,7,1.946
Horaces,8,7,1.946
mutineer,8,7,1.946
notarize,8,7,1.946
pockets,8,7,1.946
ropewalk,8,7,1.946
scudding,8,7,1.946
shinbone,8,7,1.946
slavered,8,7,1.946
stolidly,8,7,1.946
tidiness,8,7,1.946
transfix,8,7,1.946
womanish,8,7,1.946
antedate,8,6,1.792
chillier,8,6,1.792
cosmical,8,6,1.792
deftness,8,6,1.792
deputys,8,6,1.792
draughty,8,6,1.792
drawling,8,6,1.792
dunghill,8,6,1.792
embitter,8,6,1.792
emblazon,8,6,1.792
fanlight,8,6,1.792
foldaway,8,6,1.792
gimbaled,8,6,1.792
gunflint,8,6,1.792
namedrop,8,6,1.792
overbear,8,6,1.792
playsuit,8,6,1.792
puppyish,8,6,1.792
regicide,8,6,1.792
Rickeys,8,6,1.792
satiable,8,6,1.792
unlacing,8,6,1.792
vestment,8,6,1.792
waxworks,8,6,1.792
woodyard,8,6,1.792
billhook,8,5,1.609
bluecoat,8,5,1.609
bunkmate,8,5,1.609
diffract,8,5,1.609
doweling,8,5,1.609
enshroud,8,5,1.609
exorcize,8,5,1.609
foodless,8,5,1.609
graining,8,5,1.609
halfways,8,5,1.609
highborn,8,5,1.609
lodgment,8,5,1.609
pillared,8,5,1.609
poolroom,8,5,1.609
puppets,8,5,1.609
queerest,8,5,1.609
rockabye,8,5,1.609
rocklike,8,5,1.609
rudiment,8,5,1.609
salters,8,5,1.609
shrilled,8,5,1.609
smoulder,8,5,1.609
soysauce,8,5,1.609
sublease,8,5,1.609
toneless,8,5,1.609
tramline,8,5,1.609
twofaced,8,5,1.609
unwonted,8,5,1.609
viselike,8,5,1.609
walkaway,8,5,1.609
where'll,8,5,1.609
wingback,8,5,1.609
absented,8,4,1.386
armadas,8,4,1.386
armorys,8,4,1.386
blazonry,8,4,1.386
bronchus,8,4,1.386
bunkered,8,4,1.386
captious,8,4,1.386
cognomen,8,4,1.386
divines,8,4,1.386
dustless,8,4,1.386
dyestuff,8,4,1.386
enfeeble,8,4,1.386
enviably,8,4,1.386
escapes,8,4,1.386
Felices,8,4,1.386
fervency,8,4,1.386
harelips,8,4,1.386
jollying,8,4,1.386
livelong,8,4,1.386
liveried,8,4,1.386
malinger,8,4,1.386
Maxines,8,4,1.386
nibblers,8,4,1.386
outmatch,8,4,1.386
panpipes,8,4,1.386
pardoner,8,4,1.386
pattered,8,4,1.386
protract,8,4,1.386
rakishly,8,4,1.386
slipover,8,4,1.386
topcoats,8,4,1.386
tuxedoed,8,4,1.386
twitcher,8,4,1.386
ulcerate,8,4,1.386
wellborn,8,4,1.386
womanize,8,4,1.386
airshaft,8,3,1.099
bafflers,8,3,1.099
bankbook,8,3,1.099
beetling,8,3,1.099
befogged,8,3,1.099
bioscope,8,3,1.099
bookwork,8,3,1.099
canonist,8,3,1.099
clattery,8,3,1.099
curtness,8,3,1.099
distally,8,3,1.099
drugless,8,3,1.099
epicycle,8,3,1.099
fishcake,8,3,1.099
fleetest,8,3,1.099
folklike,8,3,1.099
gabbling,8,3,1.099
gamebird,8,3,1.099
hereupon,8,3,1.099
highroad,8,3,1.099
keelhaul,8,3,1.099
lenience,8,3,1.099
lordless,8,3,1.099
macaroon,8,3,1.099
meninges,8,3,1.099
Miltonic,8,3,1.099
oilcloth,8,3,1.099
ovenware,8,3,1.099
pickoffs,8,3,1.099
piecrust,8,3,1.099
pinnings,8,3,1.099
rainless,8,3,1.099
rateable,8,3,1.099
ringings,8,3,1.099
sixpenny,8,3,1.099
sputniks,8,3,1.099
stetsons,8,3,1.099
straggle,8,3,1.099
supinely,8,3,1.099
Thelmas,8,3,1.099
tinsmith,8,3,1.099
vitalize,8,3,1.099
